0.11563,0.14925,0.18287,0.2165,0.25012,0.28375,0.31738,0.351,0.38463,0.41825,0.45188,0.4855,0.51912,0.55275,0.58637,0.62,0.65291,0.68579,0.71859,0.75129,0.78383,0.8162,0.84834,0.88023,0.91183,0.9431,0.97402,1.0045,1.0346,1.0642,1.0934,1.122,1.15,1.1775,1.2043,1.2305,1.2559,1.2807,1.3048,1.328,1.3505,1.3722,1.393,1.413,1.4321,1.4502,1.4675,1.4838,1.4991,1.5135,1.5268,1.5392,1.5505,1.5608,1.57,1.5782,1.5853,1.5913,1.5962,1.6001,1.6028,1.6044,1.605,1.605,1.605,1.605,1.605,1.605,1.605,1.605,1.605,1.605,1.605,1.605,1.605,1.605,1.605,1.605,1.605,1.605,1.605
1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.4594,1.4578,1.4551,1.4512,1.4463,1.4403,1.4332,1.425,1.4158,1.4055,1.3942,1.3818,1.3685,1.3541,1.3388,1.3225,1.3052,1.2871,1.268,1.248,1.2272,1.2055,1.183,1.1598,1.1357,1.1109,1.0855,1.0593,1.0325,1.005,0.97697,0.94837,0.91924,0.88962,0.85953,0.82902,0.7981,0.76683,0.73523,0.70334,0.6712,0.63883,0.60629,0.57359,0.54079,0.50791,0.475,0.44267,0.41033,0.378,0.34567,0.31333,0.281,0.24867,0.21633,0.184,0.15167,0.11933,0.087,0.054667,0.022333,-0.01,-0.042333,-0.074667,-0.107
